# Keepers: 3
# Takers:  2
# Region:  20 x 20
#
# Description of Fields:
# 1) Episode number
# 2) Start time in simulator steps (100ms)
# 3) End time in simulator steps (100ms)
# 4) Duration in simulator steps (100ms)
# 5) (o)ut of bounds / (t)aken away
#
363	28904	28937	33	t
364	28937	28985	48	o
365	28985	29031	46	t
366	29031	29166	135	t
367	29166	29297	131	t
368	29297	29354	57	t
369	29354	29410	56	o
370	29410	29445	35	t
371	29445	29510	65	t
372	29510	29556	46	t
373	29556	29617	61	t
374	29617	29637	20	o
375	29637	29685	48	t
376	29685	29743	58	t
377	29743	29828	85	t
378	29828	29896	68	t
379	29896	29941	45	t
380	29941	30090	149	t
381	30090	30160	70	t
382	30160	30216	56	t
383	30216	30334	118	o
384	30334	30382	48	t
385	30382	30457	75	t
386	30457	30587	130	t
387	30587	30649	62	t
388	30649	30799	150	t
389	30799	30837	38	t
390	30837	30856	19	o
391	30856	30960	104	t
392	30960	31132	172	o
393	31132	31187	55	t
394	31187	31253	66	o
395	31253	31312	59	t
396	31312	31348	36	t
397	31348	31404	56	t
398	31404	31460	56	o
399	31460	31602	142	o
400	31602	31737	135	t
401	31737	31796	59	t
402	31796	31874	78	t
403	31874	31942	68	t
404	31942	32077	135	o
405	32077	32166	89	t
406	32166	32233	67	t
407	32233	32308	75	t
408	32308	32442	134	t
409	32442	32558	116	o
410	32558	32622	64	t
411	32622	32708	86	t
412	32708	32789	81	t
413	32789	32897	108	t
414	32897	32981	84	t
415	32981	33098	117	t
416	33098	33202	104	t
417	33202	33252	50	t
418	33252	33323	71	t
419	33323	33445	122	t
420	33445	33514	69	t
421	33514	33596	82	t
422	33596	33709	113	t
423	33709	33805	96	t
424	33805	33824	19	o
425	33824	33918	94	t
426	33918	33957	39	t
427	33957	34010	53	o
428	34010	34120	110	o
429	34120	34183	63	t
430	34183	34200	17	o
431	34200	34264	64	t
432	34264	34351	87	t
433	34351	34389	38	t
434	34389	34433	44	t
435	34433	34529	96	t
436	34529	34588	59	t
437	34588	34641	53	t
438	34641	34732	91	t
439	34732	34853	121	t
440	34853	34890	37	o
441	34890	34969	79	t
442	34969	35053	84	t
443	35053	35139	86	t
444	35139	35186	47	o
445	35186	35275	89	o
446	35275	35400	125	t
447	35400	35449	49	t
448	35449	35493	44	t
449	35493	35619	126	t
450	35619	35671	52	t
451	35671	35704	33	t
452	35704	35764	60	t
453	35764	35797	33	o
454	35797	35893	96	o
455	35893	36002	109	t
456	36002	36092	90	t
457	36092	36146	54	t
458	36146	36218	72	t
459	36218	36343	125	t
460	36343	36383	40	t
461	36383	36507	124	o
462	36507	36753	246	t
463	36753	36847	94	t
464	36847	36867	20	o
465	36867	36921	54	t
466	36921	37001	80	t
467	37001	37028	27	o
468	37028	37073	45	t
469	37073	37155	82	t
470	37155	37292	137	o
471	37292	37450	158	t
472	37450	37512	62	t
473	37512	37579	67	t
474	37579	37628	49	t
475	37628	37671	43	t
476	37671	37704	33	o
477	37704	37771	67	t
478	37771	37890	119	t
479	37890	37970	80	o
480	37970	38044	74	t
481	38044	38186	142	t
482	38186	38271	85	o
483	38271	38349	78	t
484	38349	38424	75	t
485	38424	38636	212	t
486	38636	38691	55	t
487	38691	38759	68	o
488	38759	38934	175	o
489	38934	38973	39	t
490	38973	39054	81	t
491	39054	39103	49	o
492	39103	39181	78	o
493	39181	39219	38	o
494	39219	39267	48	t
495	39267	39355	88	o
496	39355	39398	43	t
497	39398	39477	79	t
498	39477	39530	53	t
499	39530	39631	101	t
500	39631	39740	109	t
501	39740	39912	172	o
502	39912	39992	80	t
503	39992	40061	69	o
504	40061	40201	140	o
505	40201	40238	37	t
506	40238	40385	147	t
507	40385	40413	28	t
508	40413	40546	133	t
509	40546	40634	88	t
510	40634	40696	62	t
511	40696	40733	37	t
512	40733	40788	55	t
513	40788	40825	37	t
514	40825	41013	188	t
515	41013	41056	43	o
516	41056	41107	51	t
517	41107	41153	46	t
518	41153	41212	59	t
519	41212	41329	117	t
520	41329	41416	87	t
521	41416	41479	63	t
522	41479	41618	139	t
523	41618	41732	114	t
524	41732	41765	33	t
525	41765	41829	64	t
526	41829	41966	137	t
527	41966	42034	68	o
528	42034	42097	63	t
529	42097	42165	68	o
530	42165	42220	55	t
531	42220	42296	76	o
532	42296	42370	74	t
533	42370	42532	162	o
534	42532	42602	70	o
535	42602	42661	59	o
536	42661	42760	99	o
537	42760	42876	116	t
538	42876	42928	52	t
539	42928	43035	107	o
540	43035	43062	27	t
541	43062	43109	47	t
542	43109	43214	105	t
543	43214	43285	71	o
544	43285	43332	47	t
545	43332	43415	83	o
546	43415	43486	71	t
547	43486	43558	72	t
548	43558	43642	84	t
549	43642	43690	48	t
550	43690	43729	39	o
551	43729	43852	123	t
552	43852	44018	166	t
553	44018	44140	122	t
554	44140	44232	92	t
555	44232	44306	74	o
556	44306	44365	59	t
557	44365	44453	88	t
558	44453	44524	71	t
559	44524	44570	46	t
560	44570	44782	212	t
561	44782	44849	67	o
562	44849	44894	45	t
563	44894	44958	64	o
564	44958	45004	46	t
565	45004	45069	65	o
566	45069	45118	49	o
567	45118	45264	146	o
568	45264	45302	38	o
569	45302	45354	52	t
570	45354	45407	53	o
571	45407	45557	150	t
572	45557	45604	47	t
573	45604	45638	34	t
574	45638	45758	120	t
575	45758	45898	140	o
576	45898	45985	87	t
577	45985	46073	88	t
578	46073	46138	65	t
579	46138	46198	60	t
580	46198	46221	23	o
581	46221	46319	98	o
582	46319	46380	61	o
583	46380	46463	83	t
584	46463	46516	53	t
585	46516	46639	123	t
586	46639	46699	60	t
587	46699	46746	47	t
588	46746	46844	98	o
589	46844	46890	46	t
590	46890	46930	40	t
591	46930	46994	64	o
592	46994	47057	63	t
593	47057	47103	46	t
594	47103	47201	98	t
595	47201	47306	105	t
596	47306	47431	125	t
597	47431	47552	121	t
598	47552	47719	167	t
599	47719	47784	65	t
600	47784	47844	60	o
601	47844	47940	96	t
602	47940	48084	144	t
603	48084	48157	73	o
604	48157	48238	81	o
605	48238	48304	66	o
606	48304	48535	231	t
607	48535	48641	106	t
608	48641	48733	92	t
609	48733	48795	62	o
610	48795	48878	83	t
611	48878	48939	61	t
612	48939	49038	99	t
613	49038	49187	149	t
614	49187	49391	204	o
615	49391	49447	56	t
616	49447	49577	130	t
617	49577	49676	99	t
618	49676	49781	105	t
619	49781	49891	110	t
620	49891	50015	124	t
621	50015	50230	215	o
622	50230	50294	64	t
623	50294	50357	63	o
624	50357	50403	46	o
625	50403	50466	63	t
626	50466	50587	121	t
627	50587	50633	46	t
628	50633	50676	43	t
629	50676	50714	38	o
630	50714	50767	53	t
631	50767	51036	269	t
632	51036	51090	54	o
633	51090	51197	107	t
634	51197	51244	47	t
635	51244	51299	55	o
636	51299	51428	129	t
637	51428	51457	29	o
638	51457	51516	59	t
639	51516	51589	73	t
640	51589	51646	57	o
641	51646	51701	55	o
642	51701	51760	59	o
643	51760	51794	34	t
644	51794	51933	139	t
645	51933	51960	27	t
646	51960	52058	98	o
647	52058	52108	50	o
648	52108	52171	63	t
649	52171	52209	38	t
650	52209	52271	62	t
651	52271	52495	224	t
652	52495	52544	49	o
653	52544	52573	29	t
654	52573	52661	88	t
655	52661	52793	132	t
656	52793	52925	132	t
657	52925	53039	114	t
658	53039	53148	109	t
659	53148	53211	63	t
660	53211	53327	116	t
661	53327	53508	181	t
662	53508	53583	75	t
663	53583	53700	117	t
664	53700	53735	35	t
665	53735	53760	25	t
666	53760	53798	38	t
667	53798	53842	44	o
668	53842	53938	96	t
669	53938	54087	149	t
670	54087	54157	70	o
671	54157	54276	119	o
672	54276	54403	127	o
673	54403	54517	114	t
674	54517	54618	101	o
675	54618	54663	45	t
676	54663	54727	64	t
677	54727	54784	57	o
678	54784	54831	47	o
679	54831	54914	83	o
680	54914	55027	113	t
681	55027	55072	45	t
682	55072	55144	72	t
683	55144	55210	66	o
684	55210	55280	70	o
685	55280	55363	83	o
686	55363	55411	48	o
687	55411	55486	75	o
688	55486	55641	155	t
689	55641	55759	118	t
690	55759	55853	94	t
691	55853	55894	41	t
692	55894	55979	85	t
693	55979	56001	22	o
694	56001	56045	44	t
695	56045	56099	54	t
696	56099	56142	43	o
697	56142	56208	66	o
698	56208	56321	113	t
699	56321	56501	180	t
700	56501	56585	84	o
701	56585	56624	39	t
702	56624	56706	82	t
703	56706	56750	44	t
704	56750	56798	48	o
705	56798	56896	98	t
706	56896	56941	45	t
707	56941	56998	57	o
708	56998	57334	336	t
709	57334	57380	46	t
710	57380	57448	68	o
711	57448	57495	47	t
712	57495	57652	157	t
713	57652	57741	89	t
714	57741	57889	148	t
715	57889	57938	49	o
716	57938	57991	53	o
717	57991	58235	244	t
718	58235	58290	55	t
719	58290	58339	49	t
720	58339	58444	105	t
721	58444	58526	82	t
722	58526	58659	133	t
723	58659	58681	22	o
724	58681	58730	49	o
725	58730	58775	45	t
726	58775	58825	50	o
727	58825	58934	109	t
728	58934	59018	84	t
729	59018	59091	73	o
730	59091	59149	58	t
731	59149	59236	87	t
732	59236	59292	56	t
733	59292	59374	82	t
734	59374	59656	282	t
735	59656	59781	125	o
736	59781	59912	131	t
737	59912	59997	85	t
738	59997	60086	89	o
739	60086	60249	163	t
740	60249	60329	80	t
741	60329	60373	44	t
742	60373	60417	44	o
743	60417	60506	89	t
744	60506	60575	69	t
745	60575	60635	60	t
746	60635	60731	96	t
747	60731	60775	44	o
748	60775	60847	72	t
749	60847	60951	104	t
750	60951	61045	94	o
751	61045	61188	143	t
752	61188	61231	43	t
753	61231	61464	233	o
754	61464	61533	69	t
755	61533	61611	78	t
756	61611	61683	72	o
757	61683	61723	40	t
758	61723	61912	189	t
759	61912	61947	35	t
760	61947	62018	71	t
761	62018	62085	67	t
762	62085	62126	41	o
763	62126	62186	60	t
764	62186	62249	63	t
765	62249	62329	80	o
766	62329	62373	44	t
767	62373	62408	35	t
768	62408	62534	126	o
769	62534	62694	160	t
770	62694	62789	95	t
771	62789	62828	39	o
772	62828	63001	173	t
773	63001	63056	55	t
774	63056	63165	109	o
775	63165	63377	212	o
776	63377	63427	50	t
777	63427	63630	203	t
778	63630	63675	45	t
779	63675	63722	47	t
780	63722	63786	64	o
781	63786	63834	48	t
782	63834	63878	44	t
783	63878	63951	73	t
784	63951	64131	180	t
785	64131	64240	109	o
786	64240	64291	51	t
787	64291	64507	216	o
788	64507	64606	99	t
789	64606	64691	85	t
790	64691	64747	56	t
791	64747	64813	66	t
792	64813	64869	56	o
793	64869	64908	39	t
794	64908	64982	74	t
795	64982	65038	56	t
796	65038	65091	53	t
797	65091	65179	88	t
798	65179	65271	92	o
799	65271	65360	89	t
800	65360	65411	51	t
801	65411	65458	47	t
802	65458	65511	53	o
803	65511	65581	70	t
804	65581	65765	184	t
805	65765	65807	42	t
806	65807	65828	21	o
807	65828	65925	97	o
808	65925	66012	87	t
809	66012	66296	284	o
810	66296	66450	154	o
811	66450	66553	103	t
812	66553	66652	99	o
813	66652	66800	148	o
814	66800	66931	131	o
815	66931	67012	81	t
816	67012	67150	138	t
817	67150	67272	122	t
818	67272	67348	76	o
819	67348	67434	86	o
820	67434	67499	65	o
821	67499	67578	79	t
822	67578	67629	51	t
823	67629	67649	20	o
824	67649	67736	87	t
825	67736	67798	62	t
826	67798	67833	35	t
827	67833	67884	51	o
828	67884	68086	202	t
829	68086	68133	47	t
830	68133	68214	81	t
831	68214	68419	205	o
832	68419	68518	99	t
833	68518	68570	52	t
834	68570	68695	125	t
835	68695	68757	62	o
836	68757	68939	182	t
837	68939	69013	74	t
838	69013	69052	39	t
839	69052	69218	166	t
840	69218	69277	59	o
841	69277	69331	54	t
842	69331	69434	103	t
843	69434	69498	64	o
844	69498	69591	93	t
845	69591	69693	102	t
846	69693	69785	92	t
847	69785	69883	98	t
848	69883	69974	91	t
849	69974	70058	84	t
850	70058	70127	69	t
851	70127	70177	50	o
852	70177	70226	49	t
853	70226	70366	140	t
854	70366	70687	321	t
855	70687	70865	178	o
856	70865	70941	76	t
857	70941	71016	75	t
858	71016	71077	61	t
859	71077	71127	50	t
860	71127	71215	88	t
861	71215	71259	44	t
862	71259	71285	26	t
863	71285	71365	80	t
864	71365	71411	46	o
865	71411	71469	58	o
866	71469	71629	160	t
867	71629	71689	60	t
868	71689	71740	51	t
869	71740	71780	40	t
870	71780	71885	105	t
871	71885	71988	103	o
872	71988	72053	65	t
873	72053	72166	113	t
874	72166	72212	46	t
875	72212	72250	38	o
876	72250	72468	218	t
877	72468	72526	58	o
878	72526	72596	70	o
879	72596	72697	101	t
880	72697	72764	67	t
881	72764	72807	43	t
882	72807	72935	128	o
883	72935	73031	96	t
884	73031	73141	110	t
885	73141	73207	66	t
886	73207	73333	126	t
887	73333	73384	51	t
888	73384	73431	47	o
889	73431	73610	179	t
890	73610	73715	105	o
891	73715	73756	41	t
892	73756	73799	43	t
893	73799	73905	106	o
894	73905	74181	276	t
895	74181	74234	53	t
896	74234	74432	198	o
897	74432	74487	55	o
898	74487	74545	58	t
899	74545	74600	55	t
900	74600	74696	96	t
901	74696	74752	56	t
902	74752	74837	85	t
903	74837	74931	94	t
904	74931	74981	50	o
905	74981	75030	49	o
906	75030	75084	54	t
907	75084	75191	107	t
908	75191	75266	75	o
909	75266	75306	40	t
910	75306	75440	134	o
911	75440	75520	80	t
912	75520	75596	76	o
913	75596	75655	59	t
914	75655	75704	49	t
915	75704	75745	41	o
916	75745	75890	145	o
917	75890	75955	65	o
918	75955	76022	67	o
919	76022	76061	39	t
920	76061	76348	287	o
921	76348	76414	66	t
922	76414	76454	40	t
923	76454	76546	92	t
924	76546	76742	196	t
925	76742	76830	88	o
926	76830	76894	64	t
927	76894	76933	39	o
928	76933	76981	48	t
929	76981	77077	96	t
930	77077	77194	117	o
931	77194	77239	45	t
932	77239	77341	102	t
933	77341	77434	93	o
934	77434	77479	45	t
935	77479	77549	70	t
936	77549	77608	59	t
937	77608	77682	74	t
938	77682	77740	58	t
939	77740	77877	137	t
940	77877	78005	128	t
941	78005	78151	146	t
942	78151	78247	96	o
943	78247	78346	99	t
944	78346	78518	172	t
945	78518	78591	73	t
946	78591	78643	52	t
947	78643	78720	77	o
948	78720	78837	117	o
949	78837	78884	47	t
950	78884	79055	171	t
951	79055	79393	338	o
952	79393	79493	100	o
953	79493	79583	90	t
954	79583	79645	62	t
955	79645	79909	264	o
956	79909	79954	45	t
957	79954	80042	88	t
958	80042	80229	187	o
959	80229	80310	81	t
960	80310	80475	165	o
961	80475	80515	40	t
962	80515	80621	106	t
963	80621	80727	106	o
964	80727	80780	53	t
965	80780	80836	56	t
966	80836	80858	22	o
967	80858	80957	99	t
968	80957	81159	202	t
969	81159	81232	73	t
970	81232	81285	53	o
971	81285	81381	96	t
972	81381	81462	81	t
973	81462	81526	64	o
974	81526	81565	39	o
975	81565	81612	47	t
976	81612	81784	172	t
977	81784	81851	67	t
978	81851	81916	65	t
979	81916	81996	80	t
980	81996	82030	34	o
981	82030	82133	103	t
982	82133	82230	97	o
983	82230	82291	61	t
984	82291	82485	194	t
985	82485	82601	116	t
986	82601	82700	99	t
987	82700	82759	59	t
988	82759	82865	106	t
989	82865	82912	47	t
990	82912	82982	70	t
991	82982	83113	131	o
992	83113	83152	39	t
993	83152	83332	180	t
994	83332	83529	197	o
995	83529	83589	60	o
996	83589	83670	81	t
997	83670	83745	75	o
998	83745	83866	121	t
999	83866	83919	53	t
1000	83919	83992	73	t
1001	83992	84087	95	t
1002	84087	84167	80	t
1003	84167	84201	34	t
1004	84201	84243	42	o
1005	84243	84293	50	t
1006	84293	84421	128	t
1007	84421	84526	105	t
1008	84526	84574	48	o
1009	84574	84661	87	t
1010	84661	84789	128	t
1011	84789	85015	226	o
1012	85015	85129	114	o
1013	85129	85227	98	o
1014	85227	85292	65	t
1015	85292	85336	44	t
1016	85336	85382	46	t
1017	85382	85401	19	o
1018	85401	85425	24	o
1019	85425	85506	81	t
1020	85506	85587	81	t
1021	85587	85655	68	t
1022	85655	85731	76	o
1023	85731	85782	51	t
1024	85782	85852	70	o
1025	85852	86025	173	t
1026	86025	86121	96	t
1027	86121	86142	21	o
1028	86142	86192	50	t
1029	86192	86265	73	o
1030	86265	86352	87	t
1031	86352	86424	72	t
1032	86424	86474	50	t
1033	86474	86579	105	t
1034	86579	86694	115	t
1035	86694	86825	131	t
1036	86825	86881	56	o
1037	86881	86924	43	t
1038	86924	86971	47	t
1039	86971	87082	111	t
1040	87082	87140	58	t
1041	87140	87201	61	o
1042	87201	87301	100	t
1043	87301	87361	60	t
1044	87361	87424	63	t
1045	87424	87598	174	t
1046	87598	87755	157	t
1047	87755	87838	83	t
1048	87838	87894	56	t
1049	87894	87930	36	t
1050	87930	88004	74	o
1051	88004	88113	109	o
1052	88113	88160	47	t
1053	88160	88228	68	o
1054	88228	88248	20	o
1055	88248	88415	167	o
1056	88415	88552	137	t
1057	88552	88593	41	o
1058	88593	88760	167	t
1059	88760	88874	114	t
1060	88874	89012	138	t
1061	89012	89076	64	t
1062	89076	89131	55	o
1063	89131	89223	92	t
1064	89223	89312	89	t
1065	89312	89424	112	o
1066	89424	89486	62	t
1067	89486	89554	68	o
1068	89554	89590	36	t
1069	89590	89636	46	t
1070	89636	89682	46	t
1071	89682	89819	137	o
1072	89819	89884	65	t
1073	89884	89949	65	o
1074	89949	90073	124	o
1075	90073	90139	66	t
1076	90139	90199	60	o
1077	90199	90298	99	t
1078	90298	90376	78	o
1079	90376	90510	134	t
1080	90510	90616	106	o
1081	90616	90653	37	t
1082	90653	90720	67	o
1083	90720	90741	21	o
1084	90741	90828	87	t
1085	90828	90940	112	t
1086	90940	90985	45	t
1087	90985	91091	106	o
1088	91091	91175	84	o
1089	91175	91223	48	t
1090	91223	91265	42	o
1091	91265	91546	281	t
1092	91546	91611	65	o
1093	91611	91729	118	o
1094	91729	91906	177	t
1095	91906	91972	66	t
1096	91972	92031	59	o
1097	92031	92090	59	t
1098	92090	92141	51	o
1099	92141	92167	26	o
1100	92167	92265	98	o
1101	92265	92285	20	o
1102	92285	92328	43	t
1103	92328	92432	104	t
1104	92432	92601	169	t
1105	92601	92711	110	t
1106	92711	92819	108	t
1107	92819	92987	168	t
1108	92987	93062	75	t
1109	93062	93104	42	t
1110	93104	93325	221	t
1111	93325	93456	131	o
1112	93456	93536	80	o
1113	93536	93579	43	t
1114	93579	93617	38	t
1115	93617	93679	62	o
1116	93679	93727	48	o
1117	93727	93808	81	t
1118	93808	94006	198	t
1119	94006	94055	49	t
1120	94055	94116	61	t
1121	94116	94181	65	t
1122	94181	94271	90	o
1123	94271	94321	50	t
1124	94321	94368	47	t
1125	94368	94483	115	t
